nom,nb_hab_2010,nb_hab_2012,diff2012_2010
Dizy,1621,1700,79
Villerupt,9421,9500,79
Eckbolsheim,6421,6500,79
Roppentzwiller,721,800,79
Sevrey,1421,1500,79
Moutiers,3821,3900,79
Pont-Remy,1421,1500,79
Cassis,7722,7800,78
Baubigny,222,300,78
Monbazillac,922,1000,78
Nazelles-Négron,3522,3600,78
La Chaise-Dieu,722,800,78
Homécourt,6322,6400,78
La Gacilly,2222,2300,78
Guern,1422,1500,78
Château-Salins,2422,2500,78
Puy-Guillaume,2622,2700,78
Scheibenhard,822,900,78
Champlitte,1822,1900,78
Chauffailles,3922,4000,78
Verneil-le-Chétif,622,700,78
Bessé-sur-Braye,2322,2400,78
Saint-Rémy-lès-Chevreuse,7922,8000,78
Thouars,9822,9900,78
May-sur-Orne,1823,1900,77
Aignay-le-Duc,323,400,77
Saint-Nicolas-du-Pélem,1723,1800,77
Bueil-en-Touraine,323,400,77
Velaines,923,1000,77
Cinqueux,1523,1600,77
Issy-l'Évêque,823,900,77
Saint-Sigismond,623,700,77
Fontenoy-le-Château,623,700,77
Santa-Maria-Poggio,623,700,77
Pontrieux,1024,1100,76
Libourne,23624,23700,76
Clairvaux-les-Lacs,1424,1500,76
Lamothe,824,900,76
La Renaudière,924,1000,76
Saint-Christophe-du-Bois,2624,2700,76
Blanzat,3824,3900,76
Saint-Saturnin,1024,1100,76
Saint-Romain-au-Mont-d'Or,1024,1100,76
Dogneville,1424,1500,76
Plombières-les-Bains,1824,1900,76
Talissieu,425,500,75
Couvron-et-Aumencourt,1325,1400,75
Villeneuve-d'Olmes,1125,1200,75
Pleslin-Trigavou,3425,3500,75
Pelouse,225,300,75
Meyrueis,825,900,75
Vineuil-Saint-Firmin,1425,1500,75
Longuenesse,10925,11000,75
La Bourboule,1925,2000,75
Arrens-Marsous,725,800,75
Brunstatt,6125,6200,75
Champ-le-Duc,525,600,75
L'Île-Saint-Denis,7025,7100,75
Gourdon,426,500,74
Réquista,2026,2100,74
Chaudes-Aigues,926,1000,74
Saint-Martin-de-Ré,2526,2600,74
Jarnac-Champagne,726,800,74
Uzerche,3126,3200,74
Meymac,2526,2600,74
Excideuil,1226,1300,74
Livet-et-Gavet,1226,1300,74
Poligny,4226,4300,74
Salins-les-Bains,2926,3000,74
Saint-Just-Malmont,4126,4200,74
Montfaucon,526,600,74
Pujols,3626,3700,74
Mûrs-Erigné,5326,5400,74
Rohrbach-lès-Bitche,2126,2200,74
Scy-Chazelles,2726,2800,74
Raimbeaucourt,4126,4200,74
Cuincy,6626,6700,74
La Chapelle-d'Andaine,1526,1600,74
Achères,19626,19700,74
Chef-Boutonne,2126,2200,74
Vaugines,526,600,74
Guigneville-sur-Essonne,926,1000,74
Roumazières-Loubert,2527,2600,73
Pont-l'Abbé-d'Arnoult,1727,1800,73
Le Bourg-d'Oisans,3327,3400,73
Le Bonhomme,827,900,73
Couzon-au-Mont-d'Or,2527,2600,73
Neufchâtel-en-Bray,4827,4900,73
Saint-Rémy,1027,1100,73
Vallon-Pont-d'Arc,2328,2400,72
Le Pouzin,2828,2900,72
La Vergne,628,700,72
Castelnau-de-Médoc,3728,3800,72
Châtillon-sur-Indre,2828,2900,72
Pithiviers-le-Vieil,1828,1900,72
Saint-Vaast-la-Hougue,2028,2100,72
Rimaucourt,728,800,72
Le Bignon-du-Maine,328,400,72
Sailly-Labourse,2128,2200,72
Martres-de-Veyre,3928,4000,72
Avolsheim,728,800,72
Oberbronn,1528,1600,72
Bitschwiller-lès-Thann,2028,2100,72
Hauteluce,828,900,72
La Chapelle-Blanche,528,600,72
Ferrières-en-Bray,1628,1700,72
Mortagne-sur-Sèvre,6028,6100,72
Toucy,2628,2700,72
Joncherey,1328,1400,72
Ville-d'Avray,10828,10900,72
Viry-Noureuil,1829,1900,71
Saissac,929,1000,71
Trizac,529,600,71
Châteaubernard,3829,3900,71
Herry,1029,1100,71
Meursault,1529,1600,71
La Ferté-Vidame,729,800,71
Saint-Aubin-du-Pavail,729,800,71
Monbahus,629,700,71
Lauzun,729,800,71
Jœuf,6829,6900,71
Dompcevrin,329,400,71
Jury,1129,1200,71
Château-Chinon (Ville),2129,2200,71
Wormhout,5229,5300,71
Divion,7129,7200,71
Saint-Martin-au-Laërt,3729,3800,71
Céret,7629,7700,71
Schirmeck,2429,2500,71
Aspach-le-Bas,1329,1400,71
Thann,7929,8000,71
Saint-Aubin-sur-Scie,1129,1200,71
Adrets-de-l'Estérel,2629,2700,71
Gargas,2929,3000,71
Trévoux,6730,6800,70
Montmarault,1530,1600,70
Saint-Jean-Cap-Ferrat,2030,2100,70
Saint-Brice,1030,1100,70
Arnay-le-Duc,1630,1700,70
Estang,630,700,70
Combaillaux,1430,1500,70
Vizille,7630,7700,70
Saint-Lô-d'Ourville,530,600,70
Romagny,1030,1100,70
Marcilly-sur-Seine,630,700,70
Bourbonne-les-Bains,2230,2300,70
Marcoing,1830,1900,70
Pierrefonds,1930,2000,70
Domfront,3830,3900,70
Arudy,2230,2300,70
Moret-sur-Loing,4330,4400,70
Seillans,2530,2600,70
Bernières-sur-Mer,2331,2400,69
Rougnat,531,600,69
Saint-Martin-Sainte-Catherine,331,400,69
Blandainville,231,300,69
Riec-sur-Belon,4131,4200,69
Montréal,1231,1300,69
Paimpont,1631,1700,69
Villars,7831,7900,69
Saint-Jean-de-la-Ruelle,16631,16700,69
Cambes,331,400,69
Sarry,2031,2100,69
Houplin-Ancoisne,3431,3500,69
Catenoy,1031,1100,69
Wimille,4231,4300,69
Pontgibaud,731,800,69
Juxue,231,300,69
Seebach,1731,1800,69
Horbourg-Wihr,4931,5000,69
Sallanches,15531,15600,69
Lacrouzette,1731,1800,69
Angles,531,600,69
Roquecor,431,500,69
Le Gast,232,300,68
Saint-Martin-de-la-Lieue,832,900,68
Épron,1532,1600,68
Poulx,4032,4100,68
Sainte-Eulalie,4632,4700,68
Saint-Hilaire,1532,1600,68
Pré-en-Pail,2032,2100,68
Saint-Aubin-Fosse-Louvain,232,300,68
Saint-Fort,1532,1600,68
Bouzonville,4132,4200,68
Vatimont,332,400,68
Pouilly-sur-Loire,1732,1800,68
Brenouille,2132,2200,68
Peyrestortes,1332,1400,68
Aboncourt-Gesincourt,232,300,68
Valmeinier,432,500,68
Bouafle,2132,2200,68
Fontenay-le-Fleury,12732,12800,68
Visan,1932,2000,68
Le Val-d'Ajol,4032,4100,68
Bellefontaine,432,500,68
Seraincourt,1332,1400,68
Montord,233,300,67
Vrigne-aux-Bois,3433,3500,67
Ranville,1633,1700,67
Rivières,1833,1900,67
Pons,4333,4400,67
Mandeure,4933,5000,67
Glisolles,833,900,67
Cazaux-d'Anglès,133,200,67
Ayguemorte-les-Graves,933,1000,67
Pellevoisin,833,900,67
Sénaillac-Lauzès,133,200,67
Mortain,1733,1800,67
Couvrot,833,900,67
Cirey-sur-Vezouze,1733,1800,67
Racrange,633,700,67
Augny,2233,2300,67
La Forie,333,400,67
Beaumont,10933,11000,67
Poey-de-Lescar,1533,1600,67
Ohlungen,1333,1400,67
Blanzy,6633,6700,67
Puiseux-Pontoise,433,500,67
Coggia,833,900,67
Prémeyzel,234,300,66
Prat-Bonrepaux,834,900,66
Fontcouverte,534,600,66
Curières,234,300,66
Bavent,1734,1800,66
Jarnac,4434,4500,66
Saint-Nicolas-lès-Cîteaux,434,500,66
Suze,234,300,66
Luisant,6834,6900,66
Marguerittes,8634,8700,66
Saint-Louis-de-Montferrand,2034,2100,66
Avoine,1834,1900,66
Petit-Noir,1134,1200,66
Dunières,2934,3000,66
Blesle,634,700,66
Montrodat,1134,1200,66
Vezins,1634,1700,66
Picauville,1934,2000,66
Deneuvre,534,600,66
Biencourt-sur-Orge,134,200,66
Ploërdut,1234,1300,66
Larmor-Plage,8334,8400,66
L'Hôpital,5434,5500,66
Torcheville,134,200,66
Saint-Léger-des-Vignes,2034,2100,66
Artres,1034,1100,66
Grand-Fort-Philippe,5434,5500,66
Grandvilliers,3034,3100,66
Gouvieux,9434,9500,66
Hébuterne,534,600,66
Arconsat,634,700,66
Entraigues,634,700,66
Reipertswiller,934,1000,66
Marcy,634,700,66
Incheville,1334,1400,66
Saint-Valery-en-Caux,4434,4500,66
Vallangoujard,634,700,66
Chaourse,535,600,65
Le Monêtier-les-Bains,1035,1100,65
Palaja,2135,2200,65
Mourioux-Vieilleville,535,600,65
Chalais,435,500,65
Guengat,1635,1700,65
Plogoff,1335,1400,65
Caissargues,3735,3800,65
Colombiers,2335,2400,65
Froges,3435,3500,65
Pont-en-Royans,835,900,65
Cuttura,335,400,65
Casseneuil,2335,2400,65
Surtainville,1235,1300,65
Heugueville-sur-Sienne,535,600,65
Liffol-le-Petit,335,400,65
Velaine-en-Haye,1435,1500,65
Pierre-la-Treiche,535,600,65
Tréveray,635,700,65
Plappeville,2135,2200,65
Sermoise-sur-Loire,1635,1700,65
Fourchambault,4635,4700,65
Holque,935,1000,65
Lompret,2335,2400,65
Auby,7535,7600,65
Sainte-Gauburge-Sainte-Colombe,1135,1200,65
Fréthun,1135,1200,65
Billom,4635,4700,65
Pfaffenhoffen,2735,2800,65
Breuches,735,800,65
La Ferté-Bernard,9235,9300,65
Cheniménil,1135,1200,65
Nucourt,735,800,65
Porto-Vecchio,11035,11100,65
Saint-Jean-de-Muzols,2436,2500,64
Mauriac,3836,3900,64
Morogues,436,500,64
Rians,1036,1100,64
Auzances,1336,1400,64
Montéléger,1836,1900,64
Sauzet,1836,1900,64
Loctudy,4136,4200,64
Saint-Félix-Lauragais,1336,1400,64
Le Brouilh-Monbert,236,300,64
Ruffec,636,700,64
Theix,6736,6800,64
Etzling,1136,1200,64
Thourotte,4736,4800,64
Goincourt,1236,1300,64
Précy-sur-Oise,3236,3300,64
Échauffour,736,800,64
La Ferté-Macé,5936,6000,64
Mondicourt,636,700,64
Saint-Anthème,736,800,64
Kiffis,236,300,64
Dommartin-lès-Remiremont,1836,1900,64
Neyrolles,637,700,63
Vaux-en-Vermandois,137,200,63
Castellane,1537,1600,63
Lucéram,1237,1300,63
La Digne-d'Aval,537,600,63
Gond-Pontouvre,5937,6000,63
Serre-les-Sapins,1537,1600,63
Marboué,1137,1200,63
Éguzon-Chantôme,1337,1400,63
Longwy-sur-le-Doubs,537,600,63
Briarres-sur-Essonne,537,600,63
Cressensac,637,700,63
Trigny,537,600,63
Voisey,337,400,63
Gâvres,737,800,63
Catillon-sur-Sambre,837,900,63
Allennes-les-Marais,3337,3400,63
Fouquenies,437,500,63
Aumont-en-Halatte,537,600,63
Huby-Saint-Leu,937,1000,63
Remilly-Wirquin,337,400,63
Montaigut,1037,1100,63
Schleithal,1437,1500,63
Friesenheim,637,700,63
Feyzin,9237,9300,63
La Madeleine-sur-Loing,337,400,63
Beaucamps-le-Vieux,1437,1500,63
Villers-Campsart,137,200,63
Quesnoy-sur-Airaines,437,500,63
Évenos,2137,2200,63
Marche,1037,1100,63
Beauchamp,8737,8800,63
Samoussy,338,400,62
Saint-Martin-des-Prés,338,400,62
Saint-Moreil,238,300,62
Lamothe-Montravel,1238,1300,62
Chartainvilliers,738,800,62
Le Faou,1738,1800,62
Saussens,238,300,62
Saint-Michel-de-Fronsac,538,600,62
Chevaigné,1838,1900,62
Claix,7538,7600,62
Violay,1338,1400,62
Huisseau-sur-Mauves,1638,1700,62
Monclar,838,900,62
Chênehutte-Trèves-Cunault,1038,1100,62
Alsting,2638,2700,62
Wavrechain-sous-Denain,1638,1700,62
Rabodanges,138,200,62
Questrecques,338,400,62
Fouquières-lès-Lens,6538,6600,62
Moosch,1738,1800,62
Storckensohn,238,300,62
Valennes,338,400,62
La Chapelle-Saint-Aubin,2138,2200,62
Bertrimont,238,300,62
Champdeuil,638,700,62
Villecerf,738,800,62
Sainte-Verge,1438,1500,62
Bray-sur-Somme,1238,1300,62
Valderiès,838,900,62
Coussac-Bonneval,1338,1400,62
Accolay,438,500,62
L'Isle-sur-Serein,738,800,62
Chablis,2338,2400,62
La Ville-du-Bois,7138,7200,62
Santa-Lucia-di-Moriani,1138,1200,62
Braye-en-Thiérache,139,200,61
Veyras,1539,1600,61
Tagnon,939,1000,61
Balnot-la-Grange,139,200,61
Lunac,439,500,61
Gourville,639,700,61
La Guerche-sur-l'Aubois,3339,3400,61
Mornay-sur-Allier,439,500,61
Crépand,339,400,61
Viévy,339,400,61
Saint-Martial-le-Mont,239,300,61
La Feuillade,739,800,61
Rouvray-Sainte-Croix,139,200,61
Cerdon,1039,1100,61
Avrillé,12639,12700,61
Équeurdreville-Hainneville,17339,17400,61
Feugères,339,400,61
Beuvrigny,139,200,61
Mesneux,839,900,61
Rilly-la-Montagne,1039,1100,61
Louvemont,739,800,61
Saint-Marcel,139,200,61
Nilvange,4839,4900,61
Imphy,3739,3800,61
Le Cateau-Cambrésis,7039,7100,61
Mons-en-Pévèle,2139,2200,61
Lewarde,2739,2800,61
Sacy-le-Petit,539,600,61
Saint-Germain-de-la-Coudre,839,900,61
Taillebois,139,200,61
Bellonne,239,300,61
Buxières-sous-Montaigut,239,300,61
Tabaille-Usquain,39,100,61
Vernet-les-Bains,1439,1500,61
Serralongue,239,300,61
Sand,1139,1200,61
Bantzenheim,1639,1700,61
Gleizé,7639,7700,61
Saint-Georges-le-Gaultier,539,600,61
Montmélian,4039,4100,61
Annet-sur-Marne,3239,3300,61
Lignières-Châtelain,339,400,61
Labastide-Rouairoux,1539,1600,61
Menomblet,639,700,61
Neuvic-Entier,939,1000,61
Fresse-sur-Moselle,1839,1900,61
La Ferté-Milon,2240,2300,60
Sigoyer,640,700,60
Lesmont,340,400,60
Saint-Martin-Lys,40,100,60
Axat,640,700,60
Plouguiel,1840,1900,60
Plésidy,640,700,60
Saint-Igeaux,140,200,60
Fleurac,240,300,60
Avanne-Aveney,2340,2400,60
Clérieux,2040,2100,60
Saint-Prest,2040,2100,60
Le Juch,740,800,60
Port-Launay,440,500,60
Angles,8240,8300,60
Sainte-Sévère-sur-Indre,840,900,60
Monteplain,140,200,60
Saint-Lupicin,2140,2200,60
Paulhaguet,940,1000,60
Mende,12140,12200,60
Coulouvray-Boisbenâtre,540,600,60
Moëslains,440,500,60
Badonvilliers-Gérauvilliers,140,200,60
Commercy,6340,6400,60
Ay-sur-Moselle,1540,1600,60
Ruesnes,440,500,60
Verderel-lès-Sauqueuse,740,800,60
Montilly-sur-Noireau,740,800,60
Longny-au-Perche,1540,1600,60
Humbert,240,300,60
Bergonne,340,400,60
Mazères-Lezons,1940,2000,60
Saint-Genis-les-Ollières,4640,4700,60
Vancé,340,400,60
Lavardin,740,800,60
Bosc-Bordel,440,500,60
Saint-Martin-du-Vivier,1740,1800,60
Davron,340,400,60
Cappy,540,600,60
Saint-Nicolas-de-la-Grave,2140,2200,60
Saint-Léonard-de-Noblat,4640,4700,60
Brienon-sur-Armançon,3140,3200,60
Cerdon,741,800,59
Vouziers,4141,4200,59
Vrizy,341,400,59
Montiéramey,441,500,59
Auriac-Lagast,241,300,59
Rougnac,441,500,59
Longecourt-en-Plaine,1241,1300,59
Auxonne,7741,7800,59
Plougras,441,500,59
Sous-Parsat,141,200,59
Borrèze,341,400,59
Fraisse,141,200,59
Codognan,2441,2500,59
Arbas,241,300,59
Richelieu,1941,2000,59
Pont-Évêque,5041,5100,59
Villeneuve-de-Marc,1141,1200,59
Mantry,441,500,59
Chilleurs-aux-Bois,1841,1900,59
Notre-Dame-du-Touchet,641,700,59
Merfy,641,700,59
Chassigny,241,300,59
Lay-Saint-Christophe,2541,2600,59
Pagny-sur-Moselle,4041,4100,59
Wavrin,7641,7700,59
Saint-Georges-d'Annebecq,141,200,59
Gauchin-Légal,341,400,59
Noyelles-Godault,5141,5200,59
Ceyrat,5341,5400,59
Malintrat,941,1000,59
Ponson-Dessus,241,300,59
Soulom,241,300,59
Font-Romeu-Odeillo-Via,1841,1900,59
Autrey-lès-Gray,441,500,59
Froideterre,341,400,59
Grury,541,600,59
Épinac,2341,2400,59
Sargé-lès-le-Mans,3541,3600,59
Étival-lès-le-Mans,2041,2100,59
Manéglise,1141,1200,59
Hénouville,1241,1300,59
Eymoutiers,2041,2100,59
Grand,441,500,59
Bléneau,1441,1500,59
Saint-Sauveur-en-Puisaye,941,1000,59
Oigny-en-Valois,142,200,58
Beautor,2642,2700,58
Louchy-Montfand,442,500,58
Saint-Bonnet-Tronçais,742,800,58
Agonges,342,400,58
Saint-Genest,342,400,58
Puimichel,242,300,58
Baroville,342,400,58
Saint-Parres-aux-Tertres,2842,2900,58
Saint-Pierre-de-Mézoargues,242,300,58
Argentat,3042,3100,58
Alleyrat,142,200,58
Crocq,442,500,58
Gageac-et-Rouillac,442,500,58
Roche-lez-Beaupré,2042,2100,58
Granges-Gontardes,542,600,58
Lorleau,142,200,58
Allainville,142,200,58
Le Vigan,3942,4000,58
Saint-Georges-de-Gréhaigne,342,400,58
Arpheuilles,242,300,58
Notre-Dame-de-Vaulx,542,600,58
Mouchard,1142,1200,58
Pierrefitte-sur-Sauldre,842,900,58
Ladon,1342,1400,58
Autoire,342,400,58
Lué-en-Baugeois,342,400,58
Donville-les-Bains,3242,3300,58
Gouville-sur-Mer,2042,2100,58
Saint-Symphorien-des-Monts,142,200,58
Gigny-Bussy,242,300,58
Le Saint,642,700,58
Manom,2642,2700,58
Albestroff,642,700,58
Lucenay-lès-Aix,1042,1100,58
Lécluse,1442,1500,58
Juvigny-sous-Andaine,1042,1100,58
Ferfay,942,1000,58
Valbeleix,142,200,58
Puy-Saint-Gulmier,142,200,58
La Llagonne,242,300,58
Butten,642,700,58
Schœnbourg,442,500,58
Villers-lès-Luxeuil,342,400,58
Saint-Jean-de-la-Porte,842,900,58
Nancy-sur-Cluses,442,500,58
Préaux,1642,1700,58
Reuil-en-Brie,842,900,58
Lésigny,7442,7500,58
Saint-Loup-Lamairé,942,1000,58
Béthencourt-sur-Mer,1042,1100,58
Maisonnais-sur-Tardoire,442,500,58
Rosoy,1042,1100,58
Sault-Brénaz,1043,1100,57
Saint-Martin-de-Bavel,443,500,57
Montcornet,1543,1600,57
La Guillermie,143,200,57
Peynier,2943,3000,57
Hermival-les-Vaux,843,900,57
Saint-Martin-sous-Vigouroux,243,300,57
Segonzac,2143,2200,57
Rouzède,243,300,57
Condat-sur-Ganaveix,643,700,57
Darois,443,500,57
L'Hermitage-Lorge,743,800,57
Bénévent-l'Abbaye,843,900,57
Montferrand-la-Fare,43,100,57
Concoules,243,300,57
Plantiers,243,300,57
Meyrannes,843,900,57
Montclus,143,200,57
Saint-Nazaire-de-Ladarez,343,400,57
Saint-Jean-sur-Vilaine,1043,1100,57
Paulmy,243,300,57
Habas,1443,1500,57
Selommes,843,900,57
Montchal,443,500,57
Ousson-sur-Loire,743,800,57
Larroque-Toirac,143,200,57
Bassurels,43,100,57
Barfleur,643,700,57
Chef-du-Pont,743,800,57
Doulaincourt-Saucourt,943,1000,57
Blamont,1143,1200,57
Montigny-aux-Amognes,543,600,57
Honnecourt-sur-Escaut,743,800,57
Fresnoy-en-Thelle,943,1000,57
Béthancourt-en-Valois,243,300,57
Muidorge,143,200,57
Préaux-du-Perche,543,600,57
Courcelles-le-Comte,443,500,57
Pontaumur,743,800,57
Odratzheim,443,500,57
Drachenbronn-Birlenbach,943,1000,57
Saint-Hippolyte,1043,1100,57
Ribeauville,4843,4900,57
Le Grand-Lucé,2043,2100,57
Saint-Sorlin-d'Arves,343,400,57
Montigny,1143,1200,57
Guermantes,1243,1300,57
Mailly-Raineval,243,300,57
Treux,243,300,57
Templeux-la-Fosse,143,200,57
Le Sequestre,1543,1600,57
Sainte-Anne-Saint-Priest,143,200,57
Escles,443,500,57
Rupt-sur-Moselle,3543,3600,57
Tonnerre,5243,5300,57
Trichey,43,100,57
Pietroso,243,300,57
Chavannes-sur-Suran,644,700,56
Saulcet,644,700,56
Mujouls,44,100,56
Darbres,244,300,56
Antraigues-sur-Volane,544,600,56
Saint-Julien-Vocance,244,300,56
Omicourt,44,100,56
Saint-Saturnin-de-Lenne,344,400,56
Thérondels,444,500,56
Istres,42544,42600,56
Le Theil-Bocage,244,300,56
Cesny-Bois-Halbout,644,700,56
Orbec,2344,2400,56
Ydes,1844,1900,56
Le Falgoux,144,200,56
Chalais,1844,1900,56
Saint-Vallier,144,200,56
Hiesse,244,300,56
La Jarrie,2744,2800,56
Albignac,244,300,56
Crécey-sur-Tille,144,200,56
Remilly-sur-Tille,744,800,56
Novillars,1544,1600,56
Clansayes,544,600,56
Vassieux-en-Vercors,344,400,56
Courteilles,144,200,56
Ressuintes,144,200,56
Pont-Aven,2844,2900,56
Vigoulet-Auzil,944,1000,56
Durban,144,200,56
Tayac,144,200,56
Soussans,1544,1600,56
Ferrals-les-Montagnes,144,200,56
Millançay,744,800,56
Pouilly-sous-Charlieu,2544,2600,56
Saint-Jean-la-Vêtre,344,400,56
Juré,244,300,56
Estables,344,400,56
Saint-Clair,144,200,56
Glatigny,144,200,56
Waville,444,500,56
Aingeray,544,600,56
Murville,244,300,56
Fresnes-en-Woëvre,744,800,56
Vic-sur-Seille,1344,1400,56
Boucheporn,544,600,56
Maysel,244,300,56
Le Mage,244,300,56
Marles-les-Mines,5744,5800,56
Gouy-en-Artois,344,400,56
Gosnay,1044,1100,56
Bielle,444,500,56
Aroue-Ithorots-Olhaïby,244,300,56
Aspach,1144,1200,56
Mollans,244,300,56
Fontenois-la-Ville,144,200,56
La Longine,244,300,56
Châlonvillars,1244,1300,56
Sully,544,600,56
Contilly,144,200,56
Saint-Martin-d'Arc,344,400,56
Saint-Just-en-Brie,244,300,56
Saint-Jean-de-Thouars,1344,1400,56
Villiers-en-Bois,144,200,56
Assainvillers,144,200,56
Molliens-Dreuil,844,900,56
La Petite-Raon,844,900,56
Foissy-lès-Vézelay,144,200,56
Certines,1445,1500,55
Ussel-d'Allier,145,200,55
Saint-Martial,245,300,55
Saint-Étienne-de-Lugdarès,445,500,55
Douzy,1845,1900,55
Harricourt,45,100,55
Saint-Hippolyte,445,500,55
Cransac,1645,1700,55
Ruffec,3545,3600,55
Bors (Canton de Montmoreau-Saint-Cybard),245,300,55
Montroy,645,700,55
Ourouer-les-Bourdelins,645,700,55
Goulles,345,400,55
La Forêt-du-Temple,145,200,55
Paussac-et-Saint-Vivien,445,500,55
Baneuil,345,400,55
Villars-lès-Blamont,445,500,55
Piégros-la-Clastre,845,900,55
Carsix,245,300,55
Gournay-le-Guérin,145,200,55
Guillonville,445,500,55
Saint-Laurent-la-Gâtine,445,500,55
Sibiril,1245,1300,55
Gratentour,3545,3600,55
Villeneuve-Lécussan,545,600,55
Ramouzens,145,200,55
Soulac-sur-Mer,2645,2700,55
Yzeures-sur-Creuse,1445,1500,55
Solférino,345,400,55
Courbouzon,445,500,55
Presnoy,245,300,55
Saint-Cirq-Madelon,145,200,55
Saint-Céré,3545,3600,55
Bouzy,945,1000,55
Caurel,645,700,55
Gueux,1745,1800,55
Amanty,45,100,55
Saint-Joire,245,300,55
Demange-aux-Eaux,545,600,55
Dompierre-aux-Bois,45,100,55
Alzing,445,500,55
Terville,6445,6500,55
Vahl-lès-Faulquemont,245,300,55
Sardy-lès-Épiry,145,200,55
Limanton,245,300,55
Quérénaing,945,1000,55
Wambrechies,9745,9800,55
Esquelbecq,2145,2200,55
Esquennoy,745,800,55
Saint-Denis-sur-Sarthon,1145,1200,55
Vimy,4345,4400,55
Neuve-Chapelle,1345,1400,55
Fontrailles,145,200,55
Palau-de-Cerdagne,445,500,55
Chassy,345,400,55
Le Bourg-Dun,445,500,55
Grainville-la-Teinturière,1045,1100,55
Louveciennes,7245,7300,55
La Peyratte,1145,1200,55
Aigneville,845,900,55
Buire-Courcelles,245,300,55
Breuil-Barret,645,700,55
Châtillon-sur-Saône,145,200,55
Châtel-sur-Moselle,1645,1700,55
Villemer,245,300,55
San-Lorenzo,145,200,55
Clacy-et-Thierret,346,400,54
Louroux-Hodement,346,400,54
Liernolles,246,300,54
Loddes,146,200,54
Bellerive-sur-Allier,8546,8600,54
Franchesse,446,500,54
Saint-André-de-Rosans,146,200,54
Saint-Pierre-Saint-Jean,146,200,54
Maranwez,46,100,54
Le Pla,46,100,54
Vougrey,46,100,54
Fravaux,46,100,54
Champfleury,146,200,54
Villespy,346,400,54
Badens,746,800,54
Saint-Santin,546,600,54
Graye-sur-Mer,646,700,54
Saint-Martin-Valmeroux,846,900,54
Passirac,246,300,54
Sainte-Gemme,1246,1300,54
Lunery,1446,1500,54
Combressol,346,400,54
Bétête,346,400,54
Saint-Priest-la-Plaine,246,300,54
Noirefontaine,346,400,54
Placey,146,200,54
Radepont,746,800,54
Landévennec,346,400,54
Fraisse-sur-Agout,346,400,54
Treffendel,1246,1300,54
Cuzion,446,500,54
Crenans,246,300,54
Uxelles,46,100,54
Chissey-sur-Loue,346,400,54
Lévignacq,346,400,54
Lorcy,546,600,54
Malbouzon,146,200,54
Saint-Paul-le-Froid,146,200,54
Sainte-Eulalie,46,100,54
Lolif,546,600,54
Genevrières,146,200,54
Domèvre-en-Haye,446,500,54
Flavigny-sur-Moselle,1746,1800,54
Rustroff,546,600,54
Breidenbach,346,400,54
Cuncy-lès-Varzy,146,200,54
Saint-Vérain,346,400,54
Bulcy,146,200,54
Trith-Saint-Léger,6446,6500,54
Méteren,2146,2200,54
Forest-sur-Marque,1446,1500,54
Velennes,246,300,54
Le Plessis-Brion,1446,1500,54
Abancourt,646,700,54
Boutencourt,246,300,54
Cuts,946,1000,54
Giraumont,546,600,54
Bubertré,146,200,54
Avoine,246,300,54
Fontenai-sur-Orne,246,300,54
Saint-Martin-des-Plains,146,200,54
Auriac,246,300,54
Laroin,946,1000,54
Germ,46,100,54
Jujols,46,100,54
Matzenheim,1446,1500,54
Volksberg,346,400,54
Winkel,346,400,54
Ferrette,846,900,54
Auvet-et-la-Chapelotte,246,300,54
Fleurey-lès-Saint-Loup,146,200,54
Servance,846,900,54
Collonge-la-Madeleine,46,100,54
Vibeuf,646,700,54
Voisenon,1046,1100,54
Follainville-Dennemont,1846,1900,54
Saint-André-sur-Sèvre,646,700,54
Bonneville,346,400,54
Marlers,146,200,54
Oust-Marest,646,700,54
Curvalle,446,500,54
La Garde-Freinet,1746,1800,54
Scorbé-Clairvaux,2346,2400,54
Lussac-les-Châteaux,2346,2400,54
Vrécourt,346,400,54
Fouchécourt,46,100,54
Gurgy,1646,1700,54
Le Kremlin-Bicêtre,26046,26100,54
Sorio,146,200,54
Port,847,900,53
Lemé,447,500,53
Treignat,447,500,53
Curel,47,100,53
Hautes-Rivières,1647,1700,53
Saint-Quentin-le-Petit,147,200,53
Prades,47,100,53
Couiza,1147,1200,53
Villeneuve,1947,2000,53
Jabrun,147,200,53
Touzac,447,500,53
Palluaud,247,300,53
Réaux,447,500,53
Saint-Bazile-de-la-Roche,147,200,53
Venarey-les-Laumes,2947,3000,53
La Bussière-sur-Ouche,147,200,53
Saint-Junien-la-Bregère,147,200,53
